hhID,indivID,age,gender,hhRel,hhType
1,296,60,1,Married,HF1
1,329,58,0,Married,HF1
2,282,62,1,Married,HF1
2,308,59,0,Married,HF1
3,288,62,1,Married,HF1
3,310,59,0,Married,HF1
4,303,60,1,Married,HF1
4,241,52,0,Married,HF1
5,286,61,1,Married,HF1
5,327,60,0,Married,HF1
6,299,63,1,Married,HF1
6,317,59,0,Married,HF1
7,295,62,1,Married,HF1
7,319,59,0,Married,HF1
8,298,62,1,Married,HF1
8,324,59,0,Married,HF1
9,345,65,1,Married,HF1
9,307,61,0,Married,HF1
10,356,65,1,Married,HF1
10,313,62,0,Married,HF1
11,289,61,1,Married,HF1
11,322,59,0,Married,HF1
12,290,61,1,Married,HF1
12,306,61,0,Married,HF1
13,283,59,1,Married,HF1
13,328,60,0,Married,HF1
14,357,65,1,Married,HF1
14,315,62,0,Married,HF1
15,348,66,1,Married,HF1
15,362,65,0,Married,HF1
17,358,66,1,Married,HF1
17,363,65,0,Married,HF1
16,297,61,1,Married,HF1
16,311,61,0,Married,HF1
19,341,68,1,Married,HF1
19,368,66,0,Married,HF1
18,351,68,1,Married,HF1
18,314,62,0,Married,HF1
21,342,69,1,Married,HF1
21,369,67,0,Married,HF1
20,352,66,1,Married,HF1
20,316,63,0,Married,HF1
23,344,72,1,Married,HF1
23,370,68,0,Married,HF1
22,350,70,1,Married,HF1
22,359,67,0,Married,HF1
25,392,78,1,Married,HF1
25,395,77,0,Married,HF1
24,385,80,1,Married,HF1
24,393,79,0,Married,HF1
27,384,77,1,Married,HF1
27,364,73,0,Married,HF1
26,387,76,1,Married,HF1
26,365,70,0,Married,HF1
29,343,73,1,Married,HF1
29,361,70,0,Married,HF1
28,346,68,1,Married,HF1
28,318,63,0,Married,HF1
31,407,88,1,Married,HF1
31,408,85,0,Married,HF1
30,383,82,1,Married,HF1
30,397,82,0,Married,HF1
34,391,82,1,Married,HF1
34,394,81,0,Married,HF1
35,347,70,1,Married,HF1
35,366,68,0,Married,HF1
32,353,70,1,Married,HF1
32,367,71,0,Married,HF1
33,405,94,1,Married,HF1
33,409,92,0,Married,HF1
38,349,73,1,Married,HF1
38,360,68,0,Married,HF1
38,401,80,0,Relative,HF1
38,210,38,1,Relative,HF1
39,235,48,1,Married,HF1
39,260,50,0,Married,HF1
36,305,59,1,Married,HF1
36,330,61,0,Married,HF1
37,294,59,1,Married,HF1
37,256,52,0,Married,HF1
42,302,59,1,Married,HF1
42,257,52,0,Married,HF1
43,406,91,1,Married,HF1
43,398,83,0,Married,HF1
40,65,22,1,Married,HF1
40,140,25,0,Married,HF1
41,354,73,1,Married,HF1
41,320,63,0,Married,HF1
46,386,79,1,Married,HF1
46,396,82,0,Married,HF1
47,233,48,1,Married,HF1
47,141,33,0,Married,HF1
44,66,19,1,Married,HF1
44,134,30,0,Married,HF1
45,67,18,1,Married,HF1
45,131,33,0,Married,HF1
51,388,79,1,Married,HF1
51,410,98,0,Married,HF1
50,355,73,1,Married,HF1
50,130,33,0,Married,HF1
49,390,77,1,Married,HF1
49,132,33,0,Married,HF1
48,417,84,1,Married,HF1
48,389,77,1,Married,HF1
59,219,45,1,Married,HF3
59,185,40,0,Married,HF3
59,29,7,1,U15Child,HF3
59,90,21,0,Student,HF3
59,49,1,0,U15Child,HF3
58,225,46,1,Married,HF3
58,193,38,0,Married,HF3
58,8,7,1,U15Child,HF3
58,89,18,0,Student,HF3
58,48,2,0,U15Child,HF3
57,213,45,1,Married,HF3
57,255,45,0,Married,HF3
57,45,12,0,U15Child,HF3
57,92,23,0,Student,HF3
57,53,3,0,U15Child,HF3
56,172,40,1,Married,HF3
56,190,39,0,Married,HF3
56,27,7,1,U15Child,HF3
56,88,19,0,Student,HF3
56,62,3,0,U15Child,HF3
63,215,45,1,Married,HF3
63,247,45,0,Married,HF3
63,56,12,0,U15Child,HF3
63,70,16,1,Student,HF3
63,26,3,1,U15Child,HF3
62,234,45,1,Married,HF3
62,183,43,0,Married,HF3
62,9,10,1,U15Child,HF3
62,93,22,0,Student,HF3
61,214,47,1,Married,HF3
61,245,46,0,Married,HF3
61,63,12,0,U15Child,HF3
61,73,16,1,Student,HF3
60,231,49,1,Married,HF3
60,259,46,0,Married,HF3
60,35,13,0,U15Child,HF3
60,84,16,1,Student,HF3
68,126,25,1,Married,HF5
68,136,25,0,Married,HF5
68,5,4,1,U15Child,HF5
68,47,0,0,U15Child,HF5
68,52,0,0,U15Child,HF5
68,46,2,0,U15Child,HF5
68,55,2,0,U15Child,HF5
68,32,3,0,U15Child,HF5
68,33,4,0,U15Child,HF5
68,60,4,0,U15Child,HF5
68,11,1,1,U15Child,HF5
68,12,1,1,U15Child,HF5
68,19,3,1,U15Child,HF5
