hhID,indivID,age,gender,hhRel,hhType
1,383,56,1,Married,HF1
1,371,53,0,Married,HF1
2,402,59,1,Married,HF1
2,423,57,0,Married,HF1
3,405,56,1,Married,HF1
3,368,52,0,Married,HF1
4,401,60,1,Married,HF1
4,415,58,0,Married,HF1
5,400,59,1,Married,HF1
5,421,59,0,Married,HF1
6,394,60,1,Married,HF1
6,422,59,0,Married,HF1
7,192,28,1,Married,HF1
7,219,29,0,Married,HF1
8,399,57,1,Married,HF1
8,358,53,0,Married,HF1
9,395,62,1,Married,HF1
9,424,60,0,Married,HF1
10,390,60,1,Married,HF1
10,416,60,0,Married,HF1
11,392,62,1,Married,HF1
11,420,60,0,Married,HF1
12,386,62,1,Married,HF1
12,410,61,0,Married,HF1
13,397,63,1,Married,HF1
13,414,61,0,Married,HF1
14,447,66,1,Married,HF1
14,474,66,0,Married,HF1
15,459,65,1,Married,HF1
15,412,63,0,Married,HF1
17,451,65,1,Married,HF1
17,411,62,0,Married,HF1
16,453,66,1,Married,HF1
16,469,66,0,Married,HF1
19,457,69,1,Married,HF1
19,466,66,0,Married,HF1
18,456,68,1,Married,HF1
18,475,67,0,Married,HF1
21,448,71,1,Married,HF1
21,472,68,0,Married,HF1
20,460,72,1,Married,HF1
20,470,69,0,Married,HF1
23,398,58,1,Married,HF1
23,367,53,0,Married,HF1
22,449,66,1,Married,HF1
22,425,61,0,Married,HF1
25,455,73,1,Married,HF1
25,463,69,0,Married,HF1
24,452,73,1,Married,HF1
24,462,68,0,Married,HF1
27,508,75,1,Married,HF1
27,473,70,0,Married,HF1
26,510,75,1,Married,HF1
26,465,72,0,Married,HF1
29,509,77,1,Married,HF1
29,471,73,0,Married,HF1
28,461,70,1,Married,HF1
28,468,70,0,Married,HF1
31,507,76,1,Married,HF1
31,464,73,0,Married,HF1
30,506,78,1,Married,HF1
30,521,75,0,Married,HF1
34,512,79,1,Married,HF1
34,517,77,0,Married,HF1
35,511,75,1,Married,HF1
35,467,70,0,Married,HF1
32,195,28,1,Married,HF1
32,231,29,0,Married,HF1
33,493,77,1,Married,HF1
33,524,76,0,Married,HF1
38,515,79,1,Married,HF1
38,532,78,0,Married,HF1
39,505,80,1,Married,HF1
39,526,77,0,Married,HF1
36,496,80,1,Married,HF1
36,519,79,0,Married,HF1
37,499,80,1,Married,HF1
37,527,79,0,Married,HF1
42,514,81,1,Married,HF1
42,518,80,0,Married,HF1
43,502,82,1,Married,HF1
43,520,80,0,Married,HF1
40,498,82,1,Married,HF1
40,530,79,0,Married,HF1
41,504,83,1,Married,HF1
41,531,78,0,Married,HF1
46,500,83,1,Married,HF1
46,528,81,0,Married,HF1
47,497,83,1,Married,HF1
47,525,82,0,Married,HF1
44,315,47,1,Married,HF1
44,351,49,0,Married,HF1
45,318,47,1,Married,HF1
45,345,49,0,Married,HF1
51,396,58,1,Married,HF1
51,355,52,0,Married,HF1
50,458,67,1,Married,HF1
50,417,61,0,Married,HF1
49,387,58,1,Married,HF1
49,349,51,0,Married,HF1
48,326,47,1,Married,HF1
48,369,49,0,Married,HF1
55,323,47,1,Married,HF1
55,366,49,0,Married,HF1
54,385,58,1,Married,HF1
54,357,51,0,Married,HF1
53,389,58,1,Married,HF1
53,353,51,0,Married,HF1
52,193,26,1,Married,HF1
52,227,29,0,Married,HF1
59,320,47,1,Married,HF1
59,365,50,0,Married,HF1
58,388,58,1,Married,HF1
