hhID,indivID,age,gender,hhRel,hhType
1,506,58,1,Married,HF1
1,537,58,0,Married,HF1
2,491,61,1,Married,HF1
2,550,59,0,Married,HF1
3,489,57,1,Married,HF1
3,547,59,0,Married,HF1
4,486,57,1,Married,HF1
4,449,51,0,Married,HF1
5,509,59,1,Married,HF1
5,552,60,0,Married,HF1
6,510,59,1,Married,HF1
6,544,59,0,Married,HF1
7,499,62,1,Married,HF1
7,518,59,0,Married,HF1
8,494,62,1,Married,HF1
8,532,59,0,Married,HF1
9,501,60,1,Married,HF1
9,541,59,0,Married,HF1
10,484,60,1,Married,HF1
10,543,59,0,Married,HF1
11,516,60,1,Married,HF1
11,526,60,0,Married,HF1
12,570,65,1,Married,HF1
12,548,61,0,Married,HF1
13,483,62,1,Married,HF1
13,533,60,0,Married,HF1
14,577,65,1,Married,HF1
14,549,61,0,Married,HF1
15,578,66,1,Married,HF1
15,553,62,0,Married,HF1
17,566,67,1,Married,HF1
17,551,63,0,Married,HF1
16,485,61,1,Married,HF1
16,545,61,0,Married,HF1
19,498,63,1,Married,HF1
19,536,60,0,Married,HF1
18,488,63,1,Married,HF1
18,524,61,0,Married,HF1
21,568,68,1,Married,HF1
21,587,65,0,Married,HF1
20,482,63,1,Married,HF1
20,525,62,0,Married,HF1
23,512,63,1,Married,HF1
23,522,61,0,Married,HF1
22,514,63,1,Married,HF1
22,521,62,0,Married,HF1
25,572,67,1,Married,HF1
25,592,67,0,Married,HF1
24,580,67,1,Married,HF1
24,594,67,0,Married,HF1
27,567,69,1,Married,HF1
27,593,66,0,Married,HF1
26,581,68,1,Married,HF1
26,591,68,0,Married,HF1
29,575,70,1,Married,HF1
29,595,68,0,Married,HF1
28,571,70,1,Married,HF1
28,601,70,0,Married,HF1
31,569,70,1,Married,HF1
31,590,71,0,Married,HF1
30,576,71,1,Married,HF1
30,589,69,0,Married,HF1
34,583,67,1,Married,HF1
34,597,66,0,Married,HF1
35,513,57,1,Married,HF1
35,428,52,0,Married,HF1
32,574,72,1,Married,HF1
32,588,72,0,Married,HF1
33,586,67,1,Married,HF1
33,530,63,0,Married,HF1
38,584,72,1,Married,HF1
