hhID,indivID,age,gender,hhRel,hhType
1,151,52,1,Married,HF1
1,158,47,0,Married,HF1
2,170,59,1,Married,HF1
2,180,56,0,Married,HF1
3,203,77,1,Married,HF1
3,188,70,0,Married,HF1
4,184,65,1,Married,HF1
4,177,62,0,Married,HF1
5,186,70,1,Married,HF1
5,192,67,0,Married,HF1
6,115,39,1,Married,HF1
6,89,31,0,Married,HF1
7,78,30,1,Married,HF1
7,91,31,0,Married,HF1
8,185,70,1,Married,HF1
8,191,69,0,Married,HF1
9,166,61,1,Married,HF1
9,154,53,0,Married,HF1
10,167,63,1,Married,HF1
10,190,73,0,Married,HF1
11,77,29,1,Married,HF1
11,130,41,0,Married,HF1
12,85,27,1,Married,HF1
12,123,43,0,Married,HF1
13,83,27,1,Married,HF1
13,159,48,0,Married,HF1
14,76,26,1,Married,HF1
14,157,51,0,Married,HF1
15,81,25,1,Married,HF1
15,160,51,0,Married,HF1
17,202,81,1,Married,HF1
17,161,52,0,Married,HF1
16,48,20,1,Married,HF1
16,49,22,1,Married,HF1
19,108,41,1,Married,HF3
19,122,41,0,Married,HF3
19,34,9,0,U15Child,HF3
19,52,15,1,Student,HF3
19,61,19,0,Student,HF3
18,50,21,1,Married,HF1
18,204,83,1,Married,HF1
21,146,47,1,Married,HF3
21,125,43,0,Married,HF3
21,42,11,0,U15Child,HF3
21,53,18,1,Student,HF3
20,148,50,1,Married,HF3
20,156,48,0,Married,HF3
20,35,12,0,U15Child,HF3
20,54,19,1,Student,HF3
23,164,55,1,Married,HF3
23,153,53,0,Married,HF3
23,36,13,0,U15Child,HF3
23,58,19,1,Student,HF3
22,149,47,1,Married,HF3
22,129,42,0,Married,HF3
22,33,9,0,U15Child,HF3
22,55,18,1,Student,HF3
25,80,28,1,Married,HF5
25,92,26,0,Married,HF5
25,3,6,1,U15Child,HF5
25,5,0,1,U15Child,HF5
25,6,0,1,U15Child,HF5
25,10,1,1,U15Child,HF5
25,26,1,1,U15Child,HF5
25,21,2,1,U15Child,HF5
25,9,4,1,U15Child,HF5
25,17,4,1,U15Child,HF5
25,29,4,1,U15Child,HF5
25,28,4,1,U15Child,HF5
25,43,2,0,U15Child,HF5
25,46,2,0,U15Child,HF5
25,38,5,0,U15Child,HF5
25,40,7,0,U15Child,HF5
25,211,86,0,Relative,HF5
25,206,76,0,Relative,HF5
24,84,31,1,Married,HF5
24,94,28,0,Married,HF5
24,44,7,0,U15Child,HF5
