hhID,indivID,age,gender,hhRel,hhType
1,193,41,1,Married,HF1
1,214,36,0,Married,HF1
2,240,51,1,Married,HF1
2,276,48,0,Married,HF1
3,242,49,1,Married,HF1
3,281,48,0,Married,HF1
4,244,52,1,Married,HF1
4,259,48,0,Married,HF1
5,251,53,1,Married,HF1
5,262,49,0,Married,HF1
6,248,53,1,Married,HF1
6,280,50,0,Married,HF1
7,246,53,1,Married,HF1
7,287,52,0,Married,HF1
8,243,53,1,Married,HF1
8,286,52,0,Married,HF1
9,312,55,1,Married,HF1
9,340,55,0,Married,HF1
10,319,55,1,Married,HF1
10,270,52,0,Married,HF1
11,318,56,1,Married,HF1
11,348,55,0,Married,HF1
12,330,55,1,Married,HF1
12,279,51,0,Married,HF1
13,306,57,1,Married,HF1
13,335,55,0,Married,HF1
14,309,58,1,Married,HF1
14,354,55,0,Married,HF1
15,327,58,1,Married,HF1
15,345,57,0,Married,HF1
17,307,60,1,Married,HF1
17,353,57,0,Married,HF1
16,315,60,1,Married,HF1
16,355,57,0,Married,HF1
19,328,57,1,Married,HF1
19,285,53,0,Married,HF1
18,313,59,1,Married,HF1
18,341,58,0,Married,HF1
21,321,58,1,Married,HF1
21,346,58,0,Married,HF1
20,325,59,1,Married,HF1
20,352,58,0,Married,HF1
23,317,60,1,Married,HF1
23,343,59,0,Married,HF1
22,326,60,1,Married,HF1
22,338,59,0,Married,HF1
25,329,58,1,Married,HF1
25,277,51,0,Married,HF1
24,308,61,1,Married,HF1
24,347,59,0,Married,HF1
27,311,62,1,Married,HF1
27,339,60,0,Married,HF1
26,314,61,1,Married,HF1
26,350,60,0,Married,HF1
29,316,63,1,Married,HF1
29,357,60,0,Married,HF1
28,393,66,1,Married,HF1
28,342,61,0,Married,HF1
31,324,63,1,Married,HF1
31,337,61,0,Married,HF1
30,310,62,1,Married,HF1
30,336,61,0,Married,HF1
34,333,63,1,Married,HF1
34,349,61,0,Married,HF1
35,332,61,1,Married,HF1
35,344,61,0,Married,HF1
32,385,66,1,Married,HF1
32,356,62,0,Married,HF1
33,384,66,1,Married,HF1
33,411,67,0,Married,HF1
38,376,68,1,Married,HF1
38,401,66,0,Married,HF1
39,398,67,1,Married,HF1
39,412,67,0,Married,HF1
36,375,69,1,Married,HF1
36,419,66,0,Married,HF1
37,399,68,1,Married,HF1
37,420,66,0,Married,HF1
42,378,69,1,Married,HF1
42,403,67,0,Married,HF1
43,377,70,1,Married,HF1
43,416,67,0,Married,HF1
40,397,70,1,Married,HF1
40,418,68,0,Married,HF1
41,392,69,1,Married,HF1
41,402,69,0,Married,HF1
46,383,72,1,Married,HF1
46,400,69,0,Married,HF1
47,381,71,1,Married,HF1
47,405,69,0,Married,HF1
44,387,67,1,Married,HF1
44,358,62,0,Married,HF1
45,380,71,1,Married,HF1
45,406,71,0,Married,HF1
51,379,71,1,Married,HF1
51,407,71,0,Married,HF1
50,386,69,1,Married,HF1
50,410,70,0,Married,HF1
49,395,71,1,Married,HF1
49,414,70,0,Married,HF1
48,396,71,1,Married,HF1
48,413,70,0,Married,HF1
55,391,71,1,Married,HF1
55,417,70,0,Married,HF1
54,394,72,1,Married,HF1
54,408,72,0,Married,HF1
53,374,73,1,Married,HF1
53,404,72,0,Married,HF1
52,461,76,1,Married,HF1
52,472,75,0,Married,HF1
59,446,78,1,Married,HF1
59,409,73,0,Married,HF1
58,458,76,1,Married,HF1
58,415,73,0,Married,HF1
57,455,76,1,Married,HF1
57,421,73,0,Married,HF1
56,322,59,1,Married,HF1
56,264,53,0,Married,HF1
63,447,75,1,Married,HF1
63,471,75,0,Married,HF1
62,450,78,1,Married,HF1
62,474,76,0,Married,HF1
61,389,67,1,Married,HF1
61,351,63,0,Married,HF1
60,460,81,1,Married,HF1
60,475,77,0,Married,HF1
68,457,80,1,Married,HF1
68,469,77,0,Married,HF1
69,453,80,1,Married,HF1
69,467,77,0,Married,HF1
70,451,76,1,Married,HF1
70,465,77,0,Married,HF1
71,448,79,1,Married,HF1
71,462,77,0,Married,HF1
64,459,77,1,Married,HF1
64,468,79,0,Married,HF1
65,452,81,1,Married,HF1
65,464,78,0,Married,HF1
66,456,83,1,Married,HF1
66,473,83,0,Married,HF1
67,454,83,1,Married,HF1
67,463,81,0,Married,HF1
76,499,89,1,Married,HF1
76,470,83,0,Married,HF1
77,120,28,1,Married,HF1
77,52,20,0,Married,HF1
78,334,59,1,Married,HF1
78,283,51,0,Married,HF1
79,500,91,1,Married,HF1
79,466,83,0,Married,HF1
72,323,60,1,Married,HF1
72,284,51,0,Married,HF1
73,320,60,1,Married,HF1
73,269,51,0,Married,HF1
74,131,29,1,Married,HF1
74,215,36,0,Married,HF1
75,129,28,1,Married,HF1
75,208,36,0,Married,HF1
85,331,60,1,Married,HF1
85,263,50,0,Married,HF1
84,390,69,1,Married,HF1
84,265,50,0,Married,HF1
87,388,69,1,Married,HF1
87,268,50,0,Married,HF1
86,382,73,1,Married,HF1
86,256,48,0,Married,HF1
81,449,77,1,Married,HF1
81,261,48,0,Married,HF1
80,498,96,1,Married,HF1
80,266,48,0,Married,HF1
83,49,18,0,Married,HF1
83,55,18,0,Married,HF1
82,53,18,0,Married,HF1
82,58,18,0,Married,HF1
93,184,42,1,Married,HF4
93,201,40,0,Married,HF4
93,29,11,0,U15Child,HF4
93,423,65,1,O15Child,HF4
93,31,0,0,U15Child,HF4
92,189,42,1,Married,HF4
92,218,40,0,Married,HF4
92,40,12,0,U15Child,HF4
92,221,35,1,O15Child,HF4
95,48,21,1,Married,HF5
95,50,20,0,Married,HF5
95,21,2,1,U15Child,HF5
95,38,1,0,U15Child,HF5
95,36,1,0,U15Child,HF5
95,4,0,1,U15Child,HF5
95,7,0,1,U15Child,HF5
95,14,2,1,U15Child,HF5
95,81,20,1,Relative,HF5
94,191,35,1,Married,HF4
94,210,35,0,Married,HF4
94,10,10,1,U15Child,HF4
94,511,17,1,O15Child,HF4
89,57,18,0,Married,HF1
89,271,48,0,Married,HF1
91,239,45,1,Married,HF4
91,204,43,0,Married,HF4
91,1,12,1,U15Child,HF4
91,76,15,1,O15Child,HF4
90,235,45,1,Married,HF4
90,278,45,0,Married,HF4
90,2,13,1,U15Child,HF4
90,74,15,1,O15Child,HF4
102,47,18,1,Married,HF5
102,56,19,0,Married,HF5
102,27,2,0,U15Child,HF5
102,12,0,1,U15Child,HF5
102,13,0,1,U15Child,HF5
103,122,26,1,Married,HF5
103,51,22,0,Married,HF5
103,24,5,0,U15Child,HF5
103,16,0,1,U15Child,HF5
103,8,1,1,U15Child,HF5
100,125,28,1,Married,HF5
100,137,28,0,Married,HF5
100,28,5,0,U15Child,HF5
100,5,1,1,U15Child,HF5
100,15,5,1,U15Child,HF5
101,124,29,1,Married,HF5
101,134,25,0,Married,HF5
101,26,5,0,U15Child,HF5
98,46,23,1,Married,HF5
98,54,22,0,Married,HF5
98,6,6,1,U15Child,HF5
99,123,29,1,Married,HF5
99,132,28,0,Married,HF5
99,22,6,1,U15Child,HF5
96,185,35,1,Married,HF5
96,138,30,0,Married,HF5
96,35,5,0,U15Child,HF5
96,158,33,0,Relative,HF5
97,130,30,1,Married,HF5
97,133,30,0,Married,HF5
97,17,8,1,U15Child,HF5
97,161,30,0,Relative,HF5
110,121,28,1,Married,HF5
110,140,26,0,Married,HF5
110,9,6,1,U15Child,HF5
111,126,33,1,Married,HF5
111,136,31,0,Married,HF5
111,32,5,0,U15Child,HF5
108,128,33,1,Married,HF5
108,139,31,0,Married,HF5
108,44,5,0,U15Child,HF5
109,127,32,1,Married,HF5
109,141,31,0,Married,HF5
109,20,8,1,U15Child,HF5
106,192,38,1,Married,HF5
106,199,35,0,Married,HF5
106,41,6,0,U15Child,HF5
107,190,39,1,Married,HF5
107,211,37,0,Married,HF5
107,3,11,1,U15Child,HF5
104,196,39,1,Married,HF5
104,205,38,0,Married,HF5
104,34,7,0,U15Child,HF5
105,187,40,1,Married,HF5
105,207,38,0,Married,HF5
105,19,11,1,U15Child,HF5
119,186,43,1,Married,HF7
119,200,42,0,Married,HF7
119,68,17,0,Student,HF7
119,62,20,1,Student,HF7
118,182,35,1,Married,HF6
118,135,31,0,Married,HF6
118,64,15,1,Student,HF6
118,513,15,1,O15Child,HF6
117,183,40,1,Married,HF6
117,203,36,0,Married,HF6
117,71,15,0,Student,HF6
117,510,17,1,O15Child,HF6
116,241,45,1,Married,HF6
116,258,45,0,Married,HF6
116,70,20,0,Student,HF6
116,75,22,1,O15Child,HF6
115,238,48,1,Married,HF6
115,274,46,0,Married,HF6
115,69,21,0,Student,HF6
115,77,20,0,O15Child,HF6
114,237,46,1,Married,HF6
114,202,42,0,Married,HF6
114,67,18,0,Student,HF6
114,220,35,1,O15Child,HF6
113,188,40,1,Married,HF5
113,206,39,0,Married,HF5
113,43,8,0,U15Child,HF5
112,198,41,1,Married,HF5
112,213,39,0,Married,HF5
112,33,10,0,U15Child,HF5
127,234,46,1,Married,HF8
127,216,42,0,Married,HF8
127,78,16,0,O15Child,HF8
126,197,43,1,Married,HF8
126,212,42,0,Married,HF8
126,219,35,1,O15Child,HF8
125,195,43,1,Married,HF8
125,209,42,0,Married,HF8
125,79,19,0,O15Child,HF8
124,194,35,1,Married,HF8
124,217,36,0,Married,HF8
124,424,65,1,O15Child,HF8
123,252,48,1,Married,HF8
123,255,47,0,Married,HF8
123,146,26,1,O15Child,HF8
122,249,49,1,Married,HF7
122,260,47,0,Married,HF7
122,72,23,0,Student,HF7
122,63,23,1,Student,HF7
121,253,48,1,Married,HF7
121,257,45,0,Married,HF7
121,66,20,0,Student,HF7
121,65,23,1,Student,HF7
120,247,48,1,Married,HF7
