hhID,indivID,age,gender,hhRel,hhType
1,1272,48,1,Married,HF1
1,1120,43,0,Married,HF1
2,1286,53,1,Married,HF1
2,1391,52,0,Married,HF1
3,1465,55,1,Married,HF1
3,1371,51,0,Married,HF1
4,1441,55,1,Married,HF1
4,1377,52,0,Married,HF1
5,1336,53,1,Married,HF1
5,1358,51,0,Married,HF1
6,1341,53,1,Married,HF1
6,1379,52,0,Married,HF1
7,1433,57,1,Married,HF1
7,1375,53,0,Married,HF1
8,1330,53,1,Married,HF1
8,1350,51,0,Married,HF1
8,1250,37,1,Relative,HF1
9,1436,56,1,Married,HF1
9,1485,55,0,Married,HF1
10,1322,53,1,Married,HF1
10,1351,51,0,Married,HF1
11,1325,53,1,Married,HF1
11,1406,51,0,Married,HF1
12,1307,48,1,Married,HF1
12,1143,43,0,Married,HF1
13,1304,48,1,Married,HF1
13,1218,43,0,Married,HF1
14,1312,53,1,Married,HF1
14,1400,51,0,Married,HF1
15,1289,51,1,Married,HF1
15,1403,51,0,Married,HF1
17,1284,51,1,Married,HF1
17,1393,51,0,Married,HF1
16,1456,56,1,Married,HF1
16,1370,53,0,Married,HF1
19,1319,53,1,Married,HF1
19,1395,51,0,Married,HF1
18,1461,57,1,Married,HF1
18,1365,53,0,Married,HF1
21,1285,51,1,Married,HF1
21,1389,51,0,Married,HF1
20,1462,58,1,Married,HF1
20,1493,57,0,Married,HF1
23,1443,58,1,Married,HF1
23,1494,56,0,Married,HF1
22,1442,58,1,Married,HF1
22,1477,57,0,Married,HF1
25,1460,56,1,Married,HF1
25,1364,53,0,Married,HF1
24,1440,56,1,Married,HF1
24,1491,56,0,Married,HF1
27,1434,59,1,Married,HF1
27,1473,57,0,Married,HF1
26,1458,59,1,Married,HF1
26,1488,56,0,Married,HF1
29,1459,59,1,Married,HF1
29,1483,57,0,Married,HF1
28,1446,59,1,Married,HF1
28,1482,57,0,Married,HF1
31,1297,48,1,Married,HF1
31,1192,41,0,Married,HF1
30,1451,59,1,Married,HF1
30,1479,59,0,Married,HF1
34,1435,60,1,Married,HF1
34,1497,56,0,Married,HF1
35,1296,48,1,Married,HF1
35,1154,43,0,Married,HF1
32,1454,59,1,Married,HF1
32,1478,59,0,Married,HF1
32,1251,38,0,Relative,HF1
33,1438,60,1,Married,HF1
33,1466,59,0,Married,HF1
38,1463,60,1,Married,HF1
38,1490,58,0,Married,HF1
39,1449,60,1,Married,HF1
39,1500,58,0,Married,HF1
36,1457,61,1,Married,HF1
36,1498,58,0,Married,HF1
37,1453,61,1,Married,HF1
37,1470,59,0,Married,HF1
42,1437,63,1,Married,HF1
42,1472,60,0,Married,HF1
43,1439,62,1,Married,HF1
43,1495,62,0,Married,HF1
40,1444,63,1,Married,HF1
40,1468,60,0,Married,HF1
41,1295,48,1,Married,HF1
41,1181,43,0,Married,HF1
46,1280,48,1,Married,HF1
46,1209,43,0,Married,HF1
47,1525,66,1,Married,HF1
47,1489,63,0,Married,HF1
44,1455,63,1,Married,HF1
44,1487,63,0,Married,HF1
44,1248,37,1,Relative,HF1
44,1514,55,1,Relative,HF1
45,1524,65,1,Married,HF1
45,1486,63,0,Married,HF1
51,1528,65,1,Married,HF1
51,1481,63,0,Married,HF1
50,1445,62,1,Married,HF1
50,1499,58,0,Married,HF1
49,1069,40,1,Married,HF1
49,1203,41,0,Married,HF1
48,1523,66,1,Married,HF1
48,1480,63,0,Married,HF1
55,1531,67,1,Married,HF1
55,1556,65,0,Married,HF1
54,1061,40,1,Married,HF1
54,1150,42,0,Married,HF1
53,1447,62,1,Married,HF1
53,1492,61,0,Married,HF1
52,1546,66,1,Married,HF1
52,1548,66,0,Married,HF1
59,1448,62,1,Married,HF1
59,1496,61,0,Married,HF1
58,1534,68,1,Married,HF1
58,1549,66,0,Married,HF1
57,1535,68,1,Married,HF1
57,1557,66,0,Married,HF1
56,1529,65,1,Married,HF1
56,1476,61,0,Married,HF1
63,1450,62,1,Married,HF1
63,1484,61,0,Married,HF1
62,1530,68,1,Married,HF1
62,1552,66,0,Married,HF1
61,1522,69,1,Married,HF1
61,1553,68,0,Married,HF1
60,1521,73,1,Married,HF1
60,1560,69,0,Married,HF1
68,1526,72,1,Married,HF1
68,1550,70,0,Married,HF1
69,1537,72,1,Married,HF1
69,1559,70,0,Married,HF1
70,1574,75,1,Married,HF1
70,1561,71,0,Married,HF1
71,1527,71,1,Married,HF1
71,1554,70,0,Married,HF1
64,1541,73,1,Married,HF1
64,1558,71,0,Married,HF1
65,1582,77,1,Married,HF1
65,1547,73,0,Married,HF1
66,1545,71,1,Married,HF1
66,1555,71,0,Married,HF1
67,1539,72,1,Married,HF1
67,1551,72,0,Married,HF1
67,1562,71,1,Relative,HF1
76,1583,80,1,Married,HF1
76,1588,76,0,Married,HF1
77,1580,80,1,Married,HF1
77,1584,77,0,Married,HF1
77,1249,36,1,Relative,HF1
78,1338,48,1,Married,HF1
78,1212,43,0,Married,HF1
79,1578,80,1,Married,HF1
79,1585,78,0,Married,HF1
72,1575,80,1,Married,HF1
72,1587,80,0,Married,HF1
73,1581,83,1,Married,HF1
73,1586,82,0,Married,HF1
74,1083,40,1,Married,HF1
74,1200,41,0,Married,HF1
75,1072,38,1,Married,HF1
75,923,32,0,Married,HF1
85,1084,40,1,Married,HF1
85,1147,42,0,Married,HF1
84,1073,40,1,Married,HF1
84,1217,42,0,Married,HF1
87,1337,51,1,Married,HF1
87,1357,53,0,Married,HF1
86,1320,51,1,Married,HF1
86,1404,53,0,Married,HF1
81,1340,48,1,Married,HF1
81,1153,42,0,Married,HF1
80,1323,48,1,Married,HF1
80,1158,42,0,Married,HF1
83,1452,62,1,Married,HF1
83,1475,56,0,Married,HF1
82,1298,49,1,Married,HF1
82,1177,42,0,Married,HF1
93,1326,51,1,Married,HF1
93,1474,56,0,Married,HF1
93,1252,36,0,Relative,HF1
93,1517,60,0,Relative,HF1
92,1316,51,1,Married,HF1
92,1467,56,0,Married,HF1
95,1300,49,1,Married,HF1
95,1180,42,0,Married,HF1
94,1287,49,1,Married,HF1
94,1186,42,0,Married,HF1
89,1343,49,1,Married,HF1
89,1191,42,0,Married,HF1
88,1334,50,1,Married,HF1
88,1469,56,0,Married,HF1
91,1317,49,1,Married,HF1
91,1204,42,0,Married,HF1
90,1313,50,1,Married,HF1
90,1210,42,0,Married,HF1
90,668,18,1,Relative,HF1
102,1540,66,1,Married,HF1
102,1471,56,0,Married,HF1
103,1544,68,1,Married,HF1
103,1213,42,0,Married,HF1
100,1543,68,1,Married,HF1
100,919,32,0,Married,HF1
101,1533,69,1,Married,HF1
101,913,32,0,Married,HF1
98,1532,70,1,Married,HF1
98,862,30,0,Married,HF1
99,1542,73,1,Married,HF1
99,835,30,0,Married,HF1
99,1596,81,0,Relative,HF1
96,1536,73,1,Married,HF1
96,839,30,0,Married,HF1
96,1564,66,1,Relative,HF1
97,1538,73,1,Married,HF1
97,841,30,0,Married,HF1
110,1576,77,1,Married,HF1
110,932,30,0,Married,HF1
111,1577,77,1,Married,HF1
111,918,30,0,Married,HF1
108,1579,82,1,Married,HF1
108,916,30,0,Married,HF1
109,507,18,0,Married,HF1
109,501,18,0,Married,HF1
106,502,18,0,Married,HF1
106,517,18,0,Married,HF1
107,518,18,0,Married,HF1
107,519,18,0,Married,HF1
104,917,30,0,Married,HF1
104,904,30,0,Married,HF1
127,1052,39,1,Married,HF3
127,1117,39,0,Married,HF3
127,342,13,0,U15Child,HF3
127,539,17,1,Student,HF3
127,95,3,1,U15Child,HF3
127,166,3,1,U15Child,HF3
127,222,4,1,U15Child,HF3
127,162,5,1,U15Child,HF3
127,111,6,1,U15Child,HF3
127,327,2,0,U15Child,HF3
127,331,3,0,U15Child,HF3
127,329,3,0,U15Child,HF3
127,495,3,0,U15Child,HF3
127,353,4,0,U15Child,HF3
127,263,5,0,U15Child,HF3
127,385,5,0,U15Child,HF3
127,314,6,0,U15Child,HF3
127,344,7,0,U15Child,HF3
126,996,42,1,Married,HF3
126,1113,39,0,Married,HF3
126,383,13,0,U15Child,HF3
126,558,18,1,Student,HF3
126,61,4,1,U15Child,HF3
125,1063,38,1,Married,HF3
125,1121,39,0,Married,HF3
125,376,13,0,U15Child,HF3
125,535,18,1,Student,HF3
125,154,4,1,U15Child,HF3
124,986,42,1,Married,HF3
124,1140,39,0,Married,HF3
124,359,13,0,U15Child,HF3
124,541,18,1,Student,HF3
124,51,5,1,U15Child,HF3
123,1055,39,1,Married,HF2
123,1137,39,0,Married,HF2
123,3,12,1,U15Child,HF2
123,548,19,1,Student,HF2
123,1423,45,0,O15Child,HF2
123,203,5,1,U15Child,HF2
123,1418,46,1,O15Child,HF2
123,322,4,0,U15Child,HF2
123,295,5,0,U15Child,HF2
123,422,5,0,U15Child,HF2
123,409,6,0,U15Child,HF2
122,989,42,1,Married,HF2
122,1096,40,0,Married,HF2
122,147,12,1,U15Child,HF2
122,544,20,1,Student,HF2
122,1242,35,0,O15Child,HF2
121,993,40,1,Married,HF2
121,1156,39,0,Married,HF2
121,11,12,1,U15Child,HF2
121,552,19,1,Student,HF2
121,1243,35,0,O15Child,HF2
137,979,40,1,Married,HF3
137,1168,39,0,Married,HF3
137,364,13,0,U15Child,HF3
137,527,19,1,Student,HF3
137,280,3,0,U15Child,HF3
136,1030,42,1,Married,HF3
136,1097,40,0,Married,HF3
136,148,12,1,U15Child,HF3
136,583,16,0,Student,HF3
136,352,6,0,U15Child,HF3
139,1046,39,1,Married,HF3
139,1172,39,0,Married,HF3
139,402,13,0,U15Child,HF3
139,540,19,1,Student,HF3
138,1017,43,1,Married,HF3
138,1175,39,0,Married,HF3
138,400,13,0,U15Child,HF3
138,543,19,1,Student,HF3
141,1014,43,1,Married,HF3
141,1179,39,0,Married,HF3
141,42,12,1,U15Child,HF3
141,549,20,1,Student,HF3
140,1060,39,1,Married,HF3
140,1190,39,0,Married,HF3
140,89,12,1,U15Child,HF3
140,560,15,0,Student,HF3
143,1045,42,1,Married,HF3
143,1189,39,0,Married,HF3
143,97,12,1,U15Child,HF3
143,576,15,0,Student,HF3
142,1290,45,1,Married,HF3
142,1099,40,0,Married,HF3
142,170,12,1,U15Child,HF3
142,588,17,0,Student,HF3
129,1087,39,1,Married,HF3
129,1195,39,0,Married,HF3
129,126,12,1,U15Child,HF3
129,587,15,0,Student,HF3
128,1074,39,1,Married,HF3
128,1198,39,0,Married,HF3
128,158,12,1,U15Child,HF3
128,566,16,0,Student,HF3
131,1082,38,1,Married,HF3
131,1215,39,0,Married,HF3
131,159,12,1,U15Child,HF3
131,580,16,0,Student,HF3
130,992,43,1,Married,HF3
130,1109,40,0,Married,HF3
130,193,12,1,U15Child,HF3
130,562,18,0,Student,HF3
133,999,43,1,Married,HF3
133,1110,40,0,Married,HF3
133,215,12,1,U15Child,HF3
133,573,18,0,Student,HF3
132,998,43,1,Married,HF3
132,1134,40,0,Married,HF3
132,387,13,0,U15Child,HF3
132,559,20,1,Student,HF3
135,1067,42,1,Married,HF3
135,1102,41,0,Married,HF3
135,22,13,1,U15Child,HF3
135,550,22,1,Student,HF3
134,991,43,1,Married,HF3
134,1135,40,0,Married,HF3
134,391,13,0,U15Child,HF3
134,557,20,1,Student,HF3
152,980,43,1,Married,HF4
152,1145,40,0,Married,HF4
152,437,13,0,U15Child,HF4
152,612,17,1,O15Child,HF4
152,461,6,0,U15Child,HF4
153,1086,42,1,Married,HF4
153,1142,40,0,Married,HF4
153,230,12,1,U15Child,HF4
153,623,17,1,O15Child,HF4
154,982,40,1,Married,HF4
154,1141,40,0,Married,HF4
154,228,12,1,U15Child,HF4
154,1244,35,0,O15Child,HF4
155,1281,45,1,Married,HF4
155,1118,41,0,Married,HF4
155,27,13,1,U15Child,HF4
155,655,17,0,O15Child,HF4
156,1342,45,1,Married,HF4
156,1132,41,0,Married,HF4
156,50,13,1,U15Child,HF4
156,649,17,0,O15Child,HF4
157,974,43,1,Married,HF4
157,1125,41,0,Married,HF4
157,57,13,1,U15Child,HF4
157,658,17,0,O15Child,HF4
158,964,43,1,Married,HF4
158,1146,41,0,Married,HF4
158,80,13,1,U15Child,HF4
158,665,18,0,O15Child,HF4
159,1034,43,1,Married,HF4
159,1103,42,0,Married,HF4
159,204,13,1,U15Child,HF4
159,660,20,0,O15Child,HF4
144,981,40,1,Married,HF3
144,1162,40,0,Married,HF3
144,420,13,0,U15Child,HF3
144,534,20,1,Student,HF3
145,1024,43,1,Married,HF3
145,1165,40,0,Married,HF3
145,475,13,0,U15Child,HF3
145,529,21,1,Student,HF3
146,1332,45,1,Married,HF4
146,1144,41,0,Married,HF4
146,90,13,1,U15Child,HF4
146,661,18,0,O15Child,HF4
147,1051,43,1,Married,HF4
147,1220,41,0,Married,HF4
147,103,13,1,U15Child,HF4
147,652,19,0,O15Child,HF4
148,1279,47,1,Married,HF4
148,1167,40,0,Married,HF4
148,250,12,1,U15Child,HF4
148,645,15,0,O15Child,HF4
149,971,40,1,Married,HF4
149,1169,41,0,Married,HF4
149,104,13,1,U15Child,HF4
149,662,19,0,O15Child,HF4
150,1037,40,1,Married,HF4
150,1178,41,0,Married,HF4
150,118,13,1,U15Child,HF4
150,657,19,0,O15Child,HF4
151,1038,40,1,Married,HF4
151,1171,40,0,Married,HF4
151,242,12,1,U15Child,HF4
151,644,15,0,O15Child,HF4
171,500,18,1,Married,HF5
171,508,18,0,Married,HF5
171,251,2,1,U15Child,HF5
171,4,0,1,U15Child,HF5
171,63,0,1,U15Child,HF5
171,139,0,1,U15Child,HF5
171,155,0,1,U15Child,HF5
171,151,0,1,U15Child,HF5
171,225,0,1,U15Child,HF5
171,60,1,1,U15Child,HF5
171,67,1,1,U15Child,HF5
171,114,1,1,U15Child,HF5
171,144,1,1,U15Child,HF5
171,9,2,1,U15Child,HF5
171,78,2,1,U15Child,HF5
171,227,2,1,U15Child,HF5
171,37,1,1,U15Child,HF5
171,68,1,1,U15Child,HF5
171,123,0,1,U15Child,HF5
171,133,0,1,U15Child,HF5
171,8,1,1,U15Child,HF5
171,197,1,1,U15Child,HF5
171,192,1,1,U15Child,HF5
171,208,0,1,U15Child,HF5
171,1,1,1,U15Child,HF5
171,20,0,1,U15Child,HF5
171,101,0,1,U15Child,HF5
171,110,0,1,U15Child,HF5
171,167,0,1,U15Child,HF5
171,194,0,1,U15Child,HF5
171,96,0,1,U15Child,HF5
171,108,0,1,U15Child,HF5
171,124,1,1,U15Child,HF5
171,275,0,0,U15Child,HF5
171,290,0,0,U15Child,HF5
171,338,0,0,U15Child,HF5
171,349,0,0,U15Child,HF5
171,335,0,0,U15Child,HF5
171,382,0,0,U15Child,HF5
171,415,0,0,U15Child,HF5
171,434,0,0,U15Child,HF5
171,274,1,0,U15Child,HF5
171,278,1,0,U15Child,HF5
171,375,1,0,U15Child,HF5
171,370,1,0,U15Child,HF5
171,451,1,0,U15Child,HF5
171,284,2,0,U15Child,HF5
171,416,2,0,U15Child,HF5
171,474,1,0,U15Child,HF5
171,334,0,0,U15Child,HF5
171,357,1,0,U15Child,HF5
171,428,1,0,U15Child,HF5
171,262,0,0,U15Child,HF5
171,316,0,0,U15Child,HF5
171,328,1,0,U15Child,HF5
171,310,1,0,U15Child,HF5
171,299,1,0,U15Child,HF5
171,330,0,0,U15Child,HF5
171,410,1,0,U15Child,HF5
171,492,0,0,U15Child,HF5
171,282,0,0,U15Child,HF5
171,1246,41,1,Relative,HF5
171,667,15,1,Relative,HF5
171,669,18,1,Relative,HF5
171,1563,68,1,Relative,HF5
171,1597,78,0,Relative,HF5
170,702,25,1,Married,HF5
170,504,20,0,Married,HF5
170,489,4,0,U15Child,HF5
170,18,0,1,U15Child,HF5
170,76,0,1,U15Child,HF5
169,746,25,1,Married,HF5
169,516,22,0,Married,HF5
169,132,6,1,U15Child,HF5
169,35,0,1,U15Child,HF5
169,106,0,1,U15Child,HF5
168,744,25,1,Married,HF5
168,509,23,0,Married,HF5
168,324,7,0,U15Child,HF5
168,36,0,1,U15Child,HF5
168,171,0,1,U15Child,HF5
175,496,18,1,Married,HF5
175,510,18,0,Married,HF5
175,471,2,0,U15Child,HF5
175,41,0,1,U15Child,HF5
175,200,0,1,U15Child,HF5
174,684,26,1,Married,HF5
174,822,25,0,Married,HF5
174,173,6,1,U15Child,HF5
174,58,0,1,U15Child,HF5
174,28,1,1,U15Child,HF5
173,497,18,1,Married,HF5
173,505,18,0,Married,HF5
173,247,2,1,U15Child,HF5
173,220,0,1,U15Child,HF5
173,86,1,1,U15Child,HF5
172,498,18,1,Married,HF5
172,511,19,0,Married,HF5
172,482,3,0,U15Child,HF5
172,233,0,1,U15Child,HF5
172,92,1,1,U15Child,HF5
163,681,27,1,Married,HF5
163,829,25,0,Married,HF5
163,371,7,0,U15Child,HF5
163,248,0,1,U15Child,HF5
163,136,2,1,U15Child,HF5
162,499,18,1,Married,HF5
162,506,18,0,Married,HF5
162,484,2,0,U15Child,HF5
162,13,1,1,U15Child,HF5
162,157,2,1,U15Child,HF5
161,703,26,1,Married,HF5
161,825,25,0,Married,HF5
161,163,6,1,U15Child,HF5
161,49,1,1,U15Child,HF5
161,219,2,1,U15Child,HF5
160,1085,43,1,Married,HF4
160,1185,41,0,Married,HF4
160,138,13,1,U15Child,HF4
160,651,20,0,O15Child,HF4
167,749,25,1,Married,HF5
167,503,19,0,Married,HF5
167,235,3,1,U15Child,HF5
167,52,1,1,U15Child,HF5
167,212,2,1,U15Child,HF5
