hhID,indivID,age,gender,hhRel,hhType
1,380,60,1,Married,HF1
1,401,58,0,Married,HF1
2,385,59,1,Married,HF1
2,394,58,0,Married,HF1
3,388,62,1,Married,HF1
3,396,58,0,Married,HF1
4,390,63,1,Married,HF1
4,395,60,0,Married,HF1
5,384,61,1,Married,HF1
5,402,59,0,Married,HF1
6,411,69,1,Married,HF1
6,393,63,0,Married,HF1
7,379,60,1,Married,HF1
7,397,60,0,Married,HF1
8,422,78,1,Married,HF1
8,424,77,0,Married,HF1
9,421,76,1,Married,HF1
9,417,70,0,Married,HF1
10,414,73,1,Married,HF1
10,416,73,0,Married,HF1
11,420,80,1,Married,HF1
11,425,78,0,Married,HF1
12,389,58,1,Married,HF1
12,403,59,0,Married,HF1
13,437,85,1,Married,HF1
13,423,81,0,Married,HF1
14,412,72,1,Married,HF1
14,419,65,0,Married,HF1
15,391,57,1,Married,HF1
15,400,59,0,Married,HF1
17,387,56,1,Married,HF1
17,399,62,0,Married,HF1
16,415,73,1,Married,HF1
16,418,65,0,Married,HF1
19,348,50,1,Married,HF1
19,301,41,0,Married,HF1
18,337,51,1,Married,HF1
18,290,40,0,Married,HF1
21,350,51,1,Married,HF1
21,291,40,0,Married,HF1
20,352,51,1,Married,HF1
20,293,40,0,Married,HF1
23,349,53,1,Married,HF1
23,300,40,0,Married,HF1
22,346,53,1,Married,HF1
22,302,40,0,Married,HF1
25,386,56,1,Married,HF1
25,297,38,0,Married,HF1
24,413,73,1,Married,HF1
24,222,32,0,Married,HF1
27,436,91,1,Married,HF1
27,212,31,0,Married,HF1
26,435,97,1,Married,HF1
26,229,31,0,Married,HF1
29,220,27,0,Married,HF1
29,210,29,0,Married,HF1
28,221,27,0,Married,HF1
28,213,30,0,Married,HF1
31,223,28,0,Married,HF1
31,228,30,0,Married,HF1
30,218,28,0,Married,HF1
30,226,30,0,Married,HF1
34,271,43,1,Married,HF4
34,296,43,0,Married,HF4
34,29,11,1,U15Child,HF4
34,185,17,0,O15Child,HF4
35,351,47,1,Married,HF4
35,358,45,0,Married,HF4
35,111,13,0,U15Child,HF4
35,180,17,0,O15Child,HF4
32,150,19,0,Married,HF1
32,151,20,0,Married,HF1
33,340,45,1,Married,HF4
33,361,46,0,Married,HF4
33,61,12,1,U15Child,HF4
33,175,18,1,O15Child,HF4
38,332,45,1,Married,HF4
38,353,45,0,Married,HF4
38,118,13,0,U15Child,HF4
38,174,15,1,O15Child,HF4
39,201,25,1,Married,HF5
39,145,22,0,Married,HF5
39,40,5,1,U15Child,HF5
39,34,0,1,U15Child,HF5
39,36,0,1,U15Child,HF5
39,23,2,1,U15Child,HF5
39,48,2,1,U15Child,HF5
39,49,3,1,U15Child,HF5
